transaction_id,event_id,venue_id,entry_id,timestamp,item_category,amount,payment_method,tab_ref
BT0038,E001,V001,DE0103,2024-11-16 14:56:00,drinks,10.50,cash,
BT0039,E001,V001,DE0032,2024-11-16 07:46:00,drinks,9.00,card,
BT0040,E001,V001,DE0054,2024-11-16 09:38:00,drinks,17.00,card,
BT0041,E001,V001,DE0082,2024-11-17 06:21:00,drinks,10.50,card,
BT0042,E001,V001,DE0205,2024-11-17 13:35:00,drinks,14.00,cash,
BT0043,E001,V001,DE0029,2024-11-17 08:34:00,drinks,8.00,card,
BT0044,E001,V001,DE0108,2024-11-17 06:02:00,drinks,8.50,card,
BT0045,E001,V001,DE0080,2024-11-16 06:53:00,drinks,16.00,card,
BT0046,E001,V001,DE0180,2024-11-16 07:39:00,drinks,16.00,cash,TAB381
BT0047,E001,V001,DE0187,2024-11-17 01:13:00,drinks,8.00,card,
BT0048,E001,V001,DE0046,2024-11-17 16:43:00,drinks,8.00,card,
BT0049,E001,V001,DE0036,2024-11-17 10:53:00,drinks,8.00,card,
BT0050,E001,V001,DE0054,2024-11-16 21:26:00,drinks,14.00,cash,
BT0051,E001,V001,DE0108,2024-11-16 14:29:00,drinks,9.00,card,
BT0052,E001,V001,DE0208,2024-11-16 15:24:00,drinks,14.00,card,
BT0053,E001,V001,DE0008,2024-11-17 12:12:00,drinks,10.50,card,
BT0054,E001,V001,DE0096,2024-11-16 20:01:00,drinks,14.00,card,
BT0055,E001,V001,DE0085,2024-11-16 02:21:00,drinks,17.00,card,
BT0056,E001,V001,DE0037,2024-11-17 04:22:00,drinks,8.00,cash,
BT0057,E001,V001,DE0185,2024-11-17 14:17:00,drinks,9.00,card,
BT0058,E001,V001,DE0090,2024-11-16 15:59:00,drinks,8.50,cash,
BT0059,E001,V001,DE0029,2024-11-17 09:51:00,drinks,17.00,cash,
BT0060,E001,V001,DE0138,2024-11-17 06:18:00,drinks,9.00,card,
BT0061,E001,V001,DE0121,2024-11-16 19:33:00,drinks,9.00,card,
BT0062,E001,V001,DE0094,2024-11-16 08:00:00,drinks,17.00,cash,
BT0063,E001,V001,DE0219,2024-11-17 16:17:00,drinks,10.50,card,
BT0064,E001,V001,DE0034,2024-11-16 11:36:00,drinks,10.50,card,
BT0065,E001,V001,DE0184,2024-11-17 05:49:00,drinks,12.00,card,
BT0066,E001,V001,DE0065,2024-11-16 14:42:00,drinks,12.00,card,
BT0067,E001,V001,DE0119,2024-11-17 13:43:00,drinks,12.00,card,
BT0068,E001,V001,DE0096,2024-11-16 11:49:00,drinks,8.00,cash,
BT0069,E001,V001,DE0204,2024-11-16 13:48:00,drinks,9.00,card,
BT0070,E001,V001,DE0009,2024-11-16 16:49:00,drinks,9.00,cash,
BT0071,E001,V001,DE0147,2024-11-17 11:50:00,drinks,17.00,card,
BT0072,E001,V001,DE0223,2024-11-17 16:30:00,drinks,16.00,cash,
BT0073,E001,V001,DE0117,2024-11-16 19:25:00,drinks,17.00,card,
BT0074,E001,V001,DE0168,2024-11-17 12:41:00,drinks,14.00,card,
BT0075,E001,V001,DE0048,2024-11-16 18:28:00,drinks,14.00,cash,
BT0076,E001,V001,DE0117,2024-11-16 08:04:00,drinks,14.00,card,
BT0077,E001,V001,DE0094,2024-11-17 06:33:00,drinks,8.00,card,
BT0078,E001,V001,DE0118,2024-11-16 09:43:00,drinks,8.50,card,
BT0079,E001,V001,DE0089,2024-11-16 23:05:00,drinks,17.00,cash,
BT0080,E001,V001,DE0022,2024-11-17 12:28:00,drinks,9.00,cash,
BT0081,E001,V001,DE0227,2024-11-17 11:52:00,drinks,10.50,card,
BT0082,E001,V001,DE0057,2024-11-16 03:36:00,drinks,10.50,card,
BT0083,E001,V001,DE0200,2024-11-16 11:49:00,drinks,8.00,card,
BT0084,E001,V001,DE0178,2024-11-17 13:34:00,drinks,9.00,card,
BT0085,E001,V001,DE0175,2024-11-16 11:55:00,drinks,10.50,card,
BT0086,E001,V001,DE0157,2024-11-17 07:19:00,drinks,10.50,card,TAB510
BT0087,E001,V001,DE0076,2024-11-17 05:35:00,drinks,16.00,cash,
BT0088,E001,V001,DE0035,2024-11-16 21:35:00,drinks,8.00,card,
BT0089,E001,V001,DE0143,2024-11-16 22:42:00,drinks,10.50,card,
BT0090,E001,V001,DE0106,2024-11-16 10:49:00,drinks,9.00,cash,
BT0091,E001,V001,DE0196,2024-11-16 17:20:00,drinks,16.00,card,
BT0092,E001,V001,DE0101,2024-11-16 15:07:00,drinks,10.50,card,
BT0093,E001,V001,DE0071,2024-11-16 11:57:00,drinks,16.00,card,
BT0094,E001,V001,DE0150,2024-11-16 12:12:00,drinks,10.50,cash,
BT0095,E001,V001,DE0071,2024-11-17 00:43:00,drinks,8.00,card,
BT0096,E001,V001,DE0135,2024-11-16 09:54:00,drinks,17.00,card,
BT0097,E001,V001,DE0077,2024-11-16 10:40:00,drinks,17.00,card,
BT0098,E001,V001,DE0194,2024-11-17 00:31:00,drinks,12.00,card,
BT0099,E001,V001,DE0229,2024-11-16 19:33:00,drinks,8.50,cash,
BT0100,E001,V001,DE0044,2024-11-17 11:50:00,drinks,12.00,card,
BT0101,E001,V001,DE0023,2024-11-17 01:46:00,drinks,10.50,cash,
BT0102,E001,V001,DE0111,2024-11-17 05:58:00,drinks,8.00,card,
BT0103,E001,V001,DE0072,2024-11-16 19:46:00,drinks,12.00,card,
BT0104,E001,V001,DE0215,2024-11-16 20:18:00,drinks,14.00,card,TAB830
BT0105,E001,V001,DE0207,2024-11-17 12:14:00,drinks,10.50,cash,
BT0106,E001,V001,DE0112,2024-11-16 18:47:00,drinks,8.50,cash,
BT0107,E001,V001,DE0215,2024-11-17 17:45:00,drinks,16.00,cash,TAB210
BT0108,E001,V001,DE0152,2024-11-16 07:53:00,drinks,8.50,card,
BT0109,E001,V001,DE0062,2024-11-17 01:51:00,drinks,16.00,cash,
BT0110,E001,V001,DE0011,2024-11-17 02:44:00,drinks,17.00,cash,
BT0111,E001,V001,DE0134,2024-11-16 03:27:00,drinks,16.00,cash,
BT0112,E001,V001,DE0007,2024-11-16 15:19:00,drinks,9.00,card,
BT0113,E001,V001,DE0085,2024-11-16 07:09:00,drinks,12.00,cash,
BT0114,E001,V001,DE0187,2024-11-17 10:19:00,drinks,12.00,card,
BT0115,E001,V001,DE0089,2024-11-17 02:11:00,drinks,10.50,card,
BT0116,E001,V001,DE0013,2024-11-16 23:45:00,drinks,17.00,card,
BT0117,E001,V001,DE0042,2024-11-16 15:36:00,drinks,14.00,cash,
BT0118,E001,V001,DE0200,2024-11-16 13:12:00,drinks,17.00,card,
BT0119,E001,V001,DE0158,2024-11-17 15:44:00,drinks,10.50,card,
BT0120,E001,V001,DE0026,2024-11-16 06:39:00,drinks,16.00,card,
BT0121,E001,V001,DE0164,2024-11-16 13:52:00,drinks,16.00,card,
BT0122,E001,V001,DE0182,2024-11-17 11:48:00,drinks,14.00,card,
BT0123,E001,V001,DE0230,2024-11-17 01:22:00,drinks,9.00,card,
BT0124,E001,V001,DE0029,2024-11-16 14:20:00,drinks,12.00,card,
BT0125,E001,V001,DE0138,2024-11-16 12:23:00,drinks,16.00,card,
BT0126,E001,V001,DE0024,2024-11-17 05:54:00,drinks,12.00,card,
BT0127,E001,V001,DE0137,2024-11-17 02:23:00,drinks,16.00,card,
BT0128,E001,V001,DE0027,2024-11-16 22:30:00,drinks,8.50,card,
BT0129,E001,V001,DE0114,2024-11-16 03:46:00,drinks,10.50,card,
BT0130,E001,V001,DE0071,2024-11-16 04:09:00,drinks,17.00,card,
BT0131,E001,V001,DE0057,2024-11-16 19:12:00,drinks,10.50,cash,
BT0132,E001,V001,DE0056,2024-11-16 12:54:00,drinks,8.00,card,
BT0133,E001,V001,DE0006,2024-11-17 11:35:00,drinks,17.00,cash,
BT0134,E001,V001,DE0146,2024-11-16 14:50:00,drinks,16.00,card,
BT0135,E001,V001,DE0149,2024-11-17 03:49:00,drinks,16.00,card,
BT0136,E001,V001,DE0094,2024-11-16 19:25:00,drinks,16.00,card,
BT0137,E001,V001,DE0061,2024-11-16 23:43:00,drinks,14.00,card,
BT0138,E001,V001,DE0035,2024-11-16 23:04:00,drinks,10.50,card,
BT0139,E001,V001,DE0201,2024-11-17 10:53:00,drinks,17.00,card,
BT0140,E001,V001,DE0212,2024-11-16 17:21:00,drinks,14.00,card,
BT0141,E001,V001,DE0148,2024-11-16 06:35:00,drinks,17.00,cash,
BT0142,E001,V001,DE0112,2024-11-16 05:03:00,drinks,9.00,card,
BT0143,E001,V001,DE0144,2024-11-16 04:21:00,drinks,14.00,cash,
BT0144,E001,V001,DE0038,2024-11-16 06:59:00,drinks,14.00,card,
BT0145,E001,V001,DE0071,2024-11-17 17:15:00,drinks,12.00,card,
BT0146,E001,V001,DE0126,2024-11-17 06:14:00,drinks,9.00,cash,
BT0147,E001,V001,DE0116,2024-11-16 22:21:00,drinks,12.00,card,
BT0148,E001,V001,DE0205,2024-11-17 13:39:00,drinks,16.00,card,
BT0149,E001,V001,DE0175,2024-11-17 16:40:00,drinks,14.00,card,
BT0150,E001,V001,DE0014,2024-11-17 02:44:00,drinks,8.50,card,
BT0151,E001,V001,DE0136,2024-11-17 04:34:00,drinks,9.00,card,
BT0152,E001,V001,DE0154,2024-11-16 14:50:00,drinks,9.00,card,
BT0153,E001,V001,DE0127,2024-11-16 09:28:00,drinks,14.00,card,
BT0154,E001,V001,DE0104,2024-11-17 05:21:00,drinks,16.00,cash,
BT0155,E001,V001,DE0036,2024-11-17 02:15:00,drinks,9.00,card,
BT0156,E001,V001,DE0046,2024-11-17 07:33:00,drinks,12.00,cash,
BT0157,E001,V001,DE0067,2024-11-17 05:54:00,drinks,10.50,card,
BT0158,E001,V001,DE0166,2024-11-16 06:15:00,drinks,14.00,cash,
BT0159,E001,V001,DE0135,2024-11-16 20:29:00,drinks,8.00,card,
BT0160,E001,V001,DE0016,2024-11-17 04:28:00,drinks,8.50,card,TAB641
BT0161,E001,V001,DE0004,2024-11-16 02:08:00,drinks,14.00,cash,
BT0162,E001,V001,DE0205,2024-11-17 17:45:00,drinks,14.00,card,
BT0163,E001,V001,DE0049,2024-11-17 11:38:00,drinks,9.00,card,
BT0164,E001,V001,DE0025,2024-11-16 13:25:00,drinks,14.00,card,
BT0165,E001,V001,DE0181,2024-11-16 13:22:00,drinks,9.00,cash,TAB139
BT0166,E001,V001,DE0138,2024-11-16 08:27:00,drinks,12.00,card,
BT0167,E001,V001,DE0175,2024-11-16 12:55:00,drinks,9.00,card,
BT0168,E001,V001,DE0155,2024-11-16 12:53:00,drinks,14.00,cash,
BT0169,E001,V001,DE0141,2024-11-17 04:02:00,drinks,17.00,card,
BT0170,E001,V001,DE0017,2024-11-17 00:41:00,drinks,10.50,card,
BT0171,E001,V001,DE0210,2024-11-17 10:44:00,drinks,10.50,cash,TAB160
BT0172,E001,V001,DE0123,2024-11-16 09:39:00,drinks,8.50,card,
BT0173,E001,V001,DE0145,2024-11-17 17:09:00,drinks,16.00,card,
BT0174,E001,V001,DE0035,2024-11-17 07:41:00,drinks,10.50,card,
BT0175,E001,V001,DE0110,2024-11-17 05:28:00,drinks,16.00,cash,
BT0176,E001,V001,DE0007,2024-11-17 10:07:00,drinks,8.50,card,
BT0177,E001,V001,DE0157,2024-11-17 04:55:00,drinks,12.00,cash,
BT0178,E001,V001,DE0198,2024-11-16 21:47:00,drinks,8.00,card,
BT0179,E001,V001,DE0023,2024-11-16 21:58:00,drinks,9.00,card,
BT0180,E001,V001,DE0137,2024-11-16 04:08:00,drinks,8.00,card,
BT0181,E001,V001,DE0091,2024-11-17 13:53:00,drinks,8.00,cash,
BT0182,E001,V001,DE0135,2024-11-16 15:04:00,drinks,14.00,card,
BT0183,E001,V001,DE0026,2024-11-17 07:41:00,drinks,9.00,card,
BT0184,E001,V001,DE0019,2024-11-16 16:40:00,drinks,17.00,card,
BT0185,E001,V001,DE0157,2024-11-16 03:26:00,drinks,8.00,cash,
BT0186,E001,V001,DE0177,2024-11-16 09:00:00,drinks,12.00,card,
BT0187,E001,V001,DE0169,2024-11-17 01:13:00,drinks,9.00,cash,
BT0188,E001,V001,DE0096,2024-11-17 05:21:00,drinks,8.00,card,
BT0189,E001,V001,DE0064,2024-11-16 19:58:00,drinks,16.00,card,
BT0190,E001,V001,DE0225,2024-11-16 18:47:00,drinks,16.00,card,
BT0191,E001,V001,DE0106,2024-11-17 02:59:00,drinks,12.00,card,
BT0192,E001,V001,DE0125,2024-11-16 18:19:00,drinks,8.00,cash,TAB885
BT0193,E001,V001,DE0115,2024-11-16 09:04:00,drinks,10.50,card,
BT0194,E001,V001,DE0030,2024-11-16 12:07:00,drinks,17.00,card,
BT0195,E001,V001,DE0084,2024-11-16 14:15:00,drinks,12.00,cash,
BT0196,E001,V001,DE0074,2024-11-16 21:43:00,drinks,12.00,card,
BT0197,E001,V001,DE0102,2024-11-16 15:05:00,drinks,8.50,cash,
BT0198,E001,V001,DE0133,2024-11-16 04:56:00,drinks,17.00,cash,
BT0199,E001,V001,DE0059,2024-11-16 03:36:00,drinks,16.00,card,
BT0200,E001,V001,DE0178,2024-11-16 05:56:00,drinks,10.50,cash,
BT0201,E001,V001,DE0113,2024-11-16 10:32:00,drinks,17.00,card,
BT0202,E002,V002,DE0302,2024-11-16 05:26:00,drinks,14.00,card,
BT0203,E002,V002,DE0243,2024-11-16 10:29:00,drinks,7.00,card,
BT0204,E002,V002,DE0359,2024-11-16 05:09:00,drinks,8.00,card,
BT0205,E002,V002,DE0353,2024-11-16 11:42:00,drinks,7.00,cash,
BT0206,E002,V002,DE0359,2024-11-16 05:51:00,drinks,10.50,card,
BT0207,E002,V002,DE0318,2024-11-16 03:14:00,drinks,8.50,cash,TAB551
BT0208,E002,V002,DE0246,2024-11-16 05:43:00,drinks,10.50,card,
BT0209,E002,V002,DE0256,2024-11-16 09:29:00,drinks,8.50,card,
BT0210,E002,V002,DE0246,2024-11-16 08:31:00,drinks,10.50,card,
BT0211,E002,V002,DE0259,2024-11-16 06:39:00,drinks,8.50,card,
BT0212,E002,V002,DE0251,2024-11-16 05:11:00,drinks,7.00,cash,TAB159
BT0213,E002,V002,DE0342,2024-11-16 08:07:00,drinks,14.00,card,
BT0214,E002,V002,DE0335,2024-11-16 11:36:00,drinks,7.00,card,TAB943
BT0215,E002,V002,DE0354,2024-11-16 08:45:00,drinks,10.50,cash,
BT0216,E002,V002,DE0316,2024-11-16 07:29:00,drinks,9.00,card,
BT0217,E002,V002,DE0316,2024-11-16 05:09:00,drinks,8.50,cash,
BT0218,E002,V002,DE0353,2024-11-16 03:19:00,drinks,9.00,card,
BT0219,E002,V002,DE0274,2024-11-16 05:05:00,drinks,9.00,card,
BT0220,E002,V002,DE0285,2024-11-16 02:56:00,drinks,9.00,card,
BT0221,E002,V002,DE0296,2024-11-16 08:38:00,drinks,12.00,card,
BT0222,E002,V002,DE0254,2024-11-16 07:39:00,drinks,8.00,cash,
BT0223,E002,V002,DE0291,2024-11-16 07:59:00,drinks,12.00,cash,
BT0224,E002,V002,DE0287,2024-11-16 08:06:00,drinks,8.50,card,
BT0225,E002,V002,DE0289,2024-11-16 03:32:00,drinks,12.00,card,
BT0226,E002,V002,DE0329,2024-11-16 03:18:00,drinks,10.50,card,
BT0227,E002,V002,DE0331,2024-11-16 11:49:00,drinks,14.00,card,
BT0228,E002,V002,DE0308,2024-11-16 09:18:00,drinks,8.50,card,
BT0229,E002,V002,DE0256,2024-11-16 08:10:00,drinks,7.00,cash,
BT0230,E002,V002,DE0344,2024-11-16 09:38:00,drinks,7.00,card,
BT0231,E002,V002,DE0308,2024-11-16 05:00:00,drinks,12.00,cash,
BT0232,E002,V002,DE0293,2024-11-16 03:24:00,drinks,9.00,card,
BT0233,E002,V002,DE0287,2024-11-16 09:53:00,drinks,12.00,card,
BT0234,E002,V002,DE0333,2024-11-16 10:56:00,drinks,14.00,card,
BT0235,E002,V002,DE0311,2024-11-16 05:28:00,drinks,8.00,cash,
BT0236,E002,V002,DE0269,2024-11-16 04:23:00,drinks,14.00,cash,
BT0237,E002,V002,DE0357,2024-11-16 11:08:00,drinks,10.50,card,
BT0238,E002,V002,DE0338,2024-11-16 01:26:00,drinks,7.00,card,TAB982
BT0239,E002,V002,DE0349,2024-11-16 00:59:00,drinks,8.50,card,
BT0240,E002,V002,DE0353,2024-11-16 06:48:00,drinks,8.00,card,
BT0241,E002,V002,DE0277,2024-11-16 01:07:00,drinks,8.50,card,
BT0242,E002,V002,DE0344,2024-11-16 10:13:00,drinks,9.00,card,
BT0243,E002,V002,DE0275,2024-11-16 05:37:00,drinks,7.00,card,
BT0244,E002,V002,DE0257,2024-11-16 03:05:00,drinks,9.00,card,
BT0245,E002,V002,DE0317,2024-11-16 08:02:00,drinks,8.00,cash,
BT0246,E002,V002,DE0273,2024-11-16 06:10:00,drinks,7.00,card,
BT0247,E002,V002,DE0250,2024-11-16 02:14:00,drinks,8.00,cash,
BT0248,E002,V002,DE0299,2024-11-16 04:31:00,drinks,14.00,card,
BT0249,E002,V002,DE0342,2024-11-16 07:42:00,drinks,9.00,card,
BT0250,E002,V002,DE0240,2024-11-16 08:50:00,drinks,12.00,card,
BT0251,E002,V002,DE0248,2024-11-16 08:05:00,drinks,7.00,card,
BT0252,E002,V002,DE0276,2024-11-16 08:10:00,drinks,8.00,card,
BT0253,E002,V002,DE0339,2024-11-16 11:35:00,drinks,8.00,card,
BT0254,E002,V002,DE0339,2024-11-16 01:36:00,drinks,8.50,cash,TAB704
BT0255,E002,V002,DE0291,2024-11-16 03:01:00,drinks,8.50,card,
BT0256,E002,V002,DE0273,2024-11-16 10:47:00,drinks,7.00,cash,
BT0257,E002,V002,DE0259,2024-11-16 02:03:00,drinks,12.00,card,
BT0258,E002,V002,DE0271,2024-11-16 09:49:00,drinks,9.00,card,TAB867
BT0259,E002,V002,DE0335,2024-11-16 08:42:00,drinks,12.00,card,
BT0260,E002,V002,DE0242,2024-11-16 03:54:00,drinks,14.00,card,
BT0261,E002,V002,DE0240,2024-11-16 05:36:00,drinks,9.00,card,
BT0262,E002,V002,DE0286,2024-11-16 09:12:00,drinks,7.00,card,
BT0263,E002,V002,DE0280,2024-11-16 08:49:00,drinks,14.00,cash,
BT0264,E002,V002,DE0281,2024-11-16 02:20:00,drinks,8.50,card,
BT0265,E002,V002,DE0300,2024-11-16 07:09:00,drinks,8.50,card,
BT0266,E002,V002,DE0355,2024-11-16 03:00:00,drinks,14.00,card,
BT0267,E002,V002,DE0352,2024-11-16 02:28:00,drinks,7.00,card,
BT0268,E002,V002,DE0251,2024-11-16 05:20:00,drinks,7.00,card,
BT0269,E002,V002,DE0257,2024-11-16 10:03:00,drinks,14.00,card,
BT0270,E002,V002,DE0348,2024-11-16 03:48:00,drinks,7.00,card,
BT0271,E002,V002,DE0281,2024-11-16 10:37:00,drinks,7.00,card,
BT0272,E002,V002,DE0349,2024-11-16 07:56:00,drinks,12.00,card,
BT0273,E002,V002,DE0251,2024-11-16 11:39:00,drinks,7.00,card,
BT0274,E002,V002,DE0263,2024-11-16 01:50:00,drinks,8.00,card,
BT0275,E002,V002,DE0249,2024-11-15 23:54:00,drinks,9.00,card,
BT0276,E002,V002,DE0329,2024-11-16 01:24:00,drinks,9.00,card,
BT0277,E002,V002,DE0262,2024-11-16 09:00:00,drinks,14.00,card,
BT0278,E002,V002,DE0301,2024-11-16 11:08:00,drinks,12.00,card,
BT0279,E002,V002,DE0331,2024-11-16 10:40:00,drinks,14.00,card,
BT0280,E002,V002,DE0302,2024-11-16 02:19:00,drinks,7.00,card,
BT0281,E002,V002,DE0271,2024-11-16 04:37:00,drinks,10.50,card,
BT0282,E002,V002,DE0327,2024-11-16 01:59:00,drinks,8.00,card,
BT0283,E002,V002,DE0334,2024-11-16 05:17:00,drinks,8.00,cash,
BT0284,E002,V002,DE0313,2024-11-16 05:38:00,drinks,10.50,cash,
BT0285,E002,V002,DE0274,2024-11-16 05:50:00,drinks,9.00,card,
BT0286,E002,V002,DE0332,2024-11-16 04:28:00,drinks,10.50,card,
BT0287,E002,V002,DE0325,2024-11-16 05:03:00,drinks,8.50,card,
BT0288,E002,V002,DE0246,2024-11-16 09:57:00,drinks,8.50,card,
BT0289,E002,V002,DE0342,2024-11-16 08:51:00,drinks,7.00,cash,TAB862
BT0290,E002,V002,DE0324,2024-11-16 02:53:00,drinks,8.50,card,
BT0291,E002,V002,DE0315,2024-11-16 03:32:00,drinks,10.50,card,
BT0292,E002,V002,DE0278,2024-11-16 08:25:00,drinks,8.50,cash,
BT0293,E002,V002,DE0276,2024-11-16 09:47:00,drinks,8.50,card,
BT0294,E002,V002,DE0259,2024-11-16 01:53:00,drinks,12.00,card,
BT0295,E002,V002,DE0350,2024-11-16 09:07:00,drinks,8.50,cash,
BT0296,E002,V002,DE0353,2024-11-16 08:38:00,drinks,9.00,card,
BT0297,E002,V002,DE0334,2024-11-16 07:58:00,drinks,9.00,card,
BT0298,E002,V002,DE0338,2024-11-16 05:44:00,drinks,9.00,card,
BT0299,E002,V002,DE0239,2024-11-16 08:03:00,drinks,14.00,card,
BT0300,E002,V002,DE0359,2024-11-16 04:01:00,drinks,8.00,card,TAB583
BT0301,E002,V002,DE0257,2024-11-16 04:55:00,drinks,8.50,card,TAB501
BT0302,E002,V002,DE0258,2024-11-16 05:22:00,drinks,14.00,card,
BT0303,E002,V002,DE0300,2024-11-16 10:52:00,drinks,9.00,cash,
BT0304,E003,V003,DE0388,2024-11-16 09:10:00,drinks,12.00,card,
BT0305,E003,V003,DE0381,2024-11-16 00:24:00,drinks,8.50,cash,
BT0306,E003,V003,DE0386,2024-11-16 04:26:00,drinks,10.50,cash,
BT0307,E003,V003,DE0421,2024-11-16 09:19:00,drinks,7.00,card,
BT0308,E003,V003,DE0411,2024-11-16 10:11:00,drinks,8.50,cash,
BT0309,E003,V003,DE0444,2024-11-16 03:57:00,drinks,10.50,card,
BT0310,E003,V003,DE0415,2024-11-16 13:23:00,drinks,14.00,card,
BT0311,E003,V003,DE0428,2024-11-16 02:09:00,drinks,7.00,cash,
BT0312,E003,V003,DE0399,2024-11-16 05:06:00,drinks,8.50,card,
BT0313,E003,V003,DE0408,2024-11-16 12:53:00,drinks,9.00,card,
BT0314,E003,V003,DE0441,2024-11-16 07:20:00,drinks,12.00,card,
BT0315,E003,V003,DE0409,2024-11-16 12:02:00,drinks,10.50,card,
BT0316,E003,V003,DE0446,2024-11-16 05:12:00,drinks,14.00,card,
BT0317,E003,V003,DE0428,2024-11-16 01:24:00,drinks,8.50,card,
BT0318,E003,V003,DE0386,2024-11-16 11:04:00,drinks,8.50,card,
BT0319,E003,V003,DE0427,2024-11-16 10:56:00,drinks,12.00,card,
BT0320,E003,V003,DE0417,2024-11-16 04:49:00,drinks,14.00,card,
BT0321,E003,V003,DE0414,2024-11-16 01:59:00,drinks,9.00,card,
BT0322,E003,V003,DE0368,2024-11-16 06:03:00,drinks,8.50,cash,
BT0323,E003,V003,DE0468,2024-11-16 05:55:00,drinks,8.50,cash,
BT0324,E003,V003,DE0445,2024-11-16 11:08:00,drinks,8.00,card,
BT0325,E003,V003,DE0444,2024-11-16 12:04:00,drinks,7.00,card,
BT0326,E003,V003,DE0462,2024-11-16 04:33:00,drinks,10.50,card,
BT0327,E003,V003,DE0416,2024-11-16 07:44:00,drinks,12.00,card,
BT0328,E003,V003,DE0394,2024-11-16 03:28:00,drinks,8.50,card,TAB759
BT0329,E003,V003,DE0465,2024-11-16 07:13:00,drinks,7.00,card,
BT0330,E003,V003,DE0386,2024-11-16 08:03:00,drinks,12.00,cash,
BT0331,E003,V003,DE0444,2024-11-16 09:19:00,drinks,14.00,card,
BT0332,E003,V003,DE0403,2024-11-16 08:39:00,drinks,8.50,card,
BT0333,E003,V003,DE0426,2024-11-16 06:47:00,drinks,8.00,card,
BT0334,E003,V003,DE0370,2024-11-16 01:54:00,drinks,7.00,card,
BT0335,E003,V003,DE0415,2024-11-16 04:03:00,drinks,8.50,cash,
BT0336,E003,V003,DE0448,2024-11-16 07:50:00,drinks,12.00,card,
BT0337,E003,V003,DE0409,2024-11-16 11:42:00,drinks,14.00,card,
BT0338,E003,V003,DE0409,2024-11-16 10:54:00,drinks,14.00,card,
BT0339,E003,V003,DE0375,2024-11-16 12:13:00,drinks,12.00,card,
BT0340,E003,V003,DE0376,2024-11-16 02:13:00,drinks,8.00,card,
BT0341,E003,V003,DE0459,2024-11-16 06:07:00,drinks,7.00,card,
BT0342,E003,V003,DE0411,2024-11-16 00:49:00,drinks,9.00,card,
BT0343,E003,V003,DE0431,2024-11-16 06:06:00,drinks,10.50,card,
